DATE,TIME,VCUR_ROT_int,UCUR_ROT_int,VCURrot_11m,UCURrot_11m,VCURrot_95m,UCURrot_95m,VCUR_int,UCUR_int,VCUR_11m,UCUR_11m,VCUR_95m,UCUR_95m
2018-01-09-16,737069.6667,-0.076,-0.053,-0.039, 0.025,-0.000,-0.018,-0.055,-0.075,-0.045, 0.011, 0.006,-0.017
2018-01-09-17,737069.7083,-0.077,-0.051,-0.000, 0.048,-0.003,-0.001,-0.056,-0.073,-0.016, 0.045,-0.002,-0.002
2018-01-09-18,  737069.75,-0.081,-0.052, 0.071, 0.085,-0.006, 0.006,-0.060,-0.076, 0.039, 0.104,-0.008, 0.004
2018-01-09-19,737069.7917,-0.079,-0.052, 0.067, 0.064,-0.007, 0.006,-0.058,-0.075, 0.043, 0.082,-0.009, 0.003
2018-01-09-20,737069.8333,-0.064,-0.038, 0.066, 0.020,-0.004, 0.002,-0.048,-0.057, 0.056, 0.040,-0.004, 0.000
2018-01-09-21, 737069.875,-0.057,-0.030, 0.025,-0.036,-0.006,-0.004,-0.044,-0.047, 0.035,-0.026,-0.004,-0.006
2018-01-09-22,737069.9167,-0.063,-0.032,-0.056,-0.124,-0.007, 0.009,-0.050,-0.050,-0.013,-0.135,-0.010, 0.006
2018-01-09-23,737069.9583,-0.061,-0.034,-0.145,-0.180, 0.004, 0.001,-0.047,-0.052,-0.079,-0.217, 0.004, 0.002
2018-01-10-00,     737070,-0.056,-0.024,-0.210,-0.209, 0.010, 0.020,-0.045,-0.041,-0.131,-0.266, 0.003, 0.022
2018-01-10-01,737070.0417,-0.055,-0.020,-0.291,-0.250, 0.007, 0.006,-0.045,-0.036,-0.194,-0.331, 0.005, 0.008
2018-01-10-02,737070.0833,-0.055,-0.018,-0.308,-0.265,-0.001, 0.020,-0.046,-0.035,-0.204,-0.351,-0.007, 0.018
2018-01-10-03, 737070.125,-0.065,-0.032,-0.329,-0.295,-0.012, 0.017,-0.051,-0.052,-0.215,-0.385,-0.017, 0.012
2018-01-10-04,737070.1667,-0.080,-0.032,-0.369,-0.265, 0.045, 0.076,-0.065,-0.056,-0.263,-0.371, 0.018, 0.086
2018-01-10-05,737070.2083,-0.095,-0.038,-0.448,-0.272, 0.085, 0.082,-0.077,-0.067,-0.335,-0.403, 0.054, 0.105
2018-01-10-06,  737070.25,-0.071,-0.031,-0.416,-0.230, 0.092, 0.046,-0.057,-0.053,-0.318,-0.353, 0.071, 0.074
2018-01-10-07,737070.2917,-0.054,-0.026,-0.345,-0.138, 0.065,-0.000,-0.042,-0.042,-0.281,-0.242, 0.061, 0.021
2018-01-10-08,737070.3333,-0.036,-0.019,-0.189,-0.024, 0.025,-0.030,-0.028,-0.030,-0.171,-0.085, 0.034,-0.020
2018-01-10-09, 737070.375,-0.019,-0.020,-0.077, 0.047, 0.016,-0.031,-0.011,-0.025,-0.089, 0.020, 0.026,-0.024
2018-01-10-10,737070.4167,-0.015,-0.019,-0.018, 0.091, 0.020,-0.010,-0.008,-0.023,-0.047, 0.080, 0.022,-0.003
2018-01-10-11,737070.4583,-0.010,-0.020, 0.029, 0.101, 0.025,-0.016,-0.003,-0.022,-0.006, 0.105, 0.029,-0.007
2018-01-10-12,   737070.5,-0.012,-0.014, 0.039, 0.110, 0.016,-0.011,-0.006,-0.017, 0.001, 0.116, 0.018,-0.005
2018-01-10-13,737070.5417,-0.012,-0.017, 0.065, 0.115, 0.027,-0.012,-0.006,-0.020, 0.024, 0.130, 0.029,-0.003
2018-01-10-14,737070.5833,-0.009,-0.019, 0.097, 0.130, 0.015,-0.006,-0.003,-0.021, 0.049, 0.154, 0.017,-0.001
2018-01-10-15, 737070.625,-0.007,-0.015, 0.101, 0.093, 0.015, 0.011,-0.002,-0.016, 0.065, 0.121, 0.011, 0.016
2018-01-10-16,737070.6667,-0.006,-0.010, 0.081, 0.031, 0.019, 0.009,-0.002,-0.012, 0.066, 0.055, 0.015, 0.015
2018-01-10-17,737070.7083,-0.001,-0.004, 0.033,-0.000, 0.028, 0.002,-0.000,-0.004, 0.031, 0.010, 0.026, 0.011
2018-01-10-18,  737070.75, 0.005,-0.002, 0.014,-0.037, 0.042, 0.015, 0.005, 0.000, 0.026,-0.031, 0.035, 0.028
2018-01-10-19,737070.7917, 0.023, 0.009,-0.031,-0.104, 0.087, 0.043, 0.019, 0.016, 0.005,-0.108, 0.068, 0.069
2018-01-10-20,737070.8333, 0.025, 0.012,-0.070,-0.091, 0.086, 0.037, 0.020, 0.020,-0.037,-0.109, 0.070, 0.063
2018-01-10-21, 737070.875, 0.033, 0.010,-0.064,-0.070, 0.111, 0.049, 0.028, 0.020,-0.037,-0.087, 0.089, 0.082
2018-01-10-22,737070.9167, 0.018, 0.004,-0.104,-0.098, 0.108, 0.042, 0.016, 0.010,-0.067,-0.126, 0.089, 0.075
2018-01-10-23,737070.9583, 0.007,-0.001,-0.183,-0.163, 0.089, 0.016, 0.007, 0.001,-0.120,-0.213, 0.079, 0.044
2018-01-11-00,     737071,-0.006,-0.010,-0.200,-0.179, 0.043, 0.002,-0.003,-0.012,-0.131,-0.234, 0.040, 0.016
2018-01-11-01,737071.0417,-0.013,-0.015,-0.201,-0.150, 0.028,-0.010,-0.007,-0.018,-0.141,-0.208, 0.030,-0.000
2018-01-11-02,737071.0833,-0.019,-0.013,-0.158,-0.075, 0.016,-0.009,-0.014,-0.019,-0.125,-0.123, 0.018,-0.003
2018-01-11-03, 737071.125,-0.026,-0.016,-0.137,-0.075, 0.005,-0.009,-0.019,-0.024,-0.105,-0.116, 0.008,-0.006
2018-01-11-04,737071.1667,-0.021,-0.014,-0.108,-0.034, 0.004,-0.003,-0.015,-0.020,-0.091,-0.068, 0.005,-0.002
2018-01-11-05,737071.2083,-0.018,-0.012,-0.105,-0.038, 0.019, 0.016,-0.013,-0.017,-0.086,-0.070, 0.013, 0.022
2018-01-11-06,  737071.25,-0.008,-0.007,-0.062,-0.004, 0.024, 0.019,-0.006,-0.009,-0.057,-0.024, 0.016, 0.026
2018-01-11-07,737071.2917,-0.002,-0.002,-0.045, 0.027, 0.026, 0.021,-0.001,-0.002,-0.051, 0.011, 0.018, 0.028
2018-01-11-08,737071.3333, 0.008, 0.008,-0.006, 0.059, 0.014, 0.007, 0.005, 0.010,-0.025, 0.054, 0.010, 0.011
2018-01-11-09, 737071.375, 0.014, 0.006, 0.062, 0.101,-0.000,-0.024, 0.011, 0.010, 0.025, 0.116, 0.008,-0.023
2018-01-11-10,737071.4167, 0.016, 0.007, 0.095, 0.122, 0.007,-0.013, 0.013, 0.012, 0.050, 0.146, 0.011,-0.010
2018-01-11-11,737071.4583, 0.018, 0.007, 0.094, 0.093, 0.020, 0.009, 0.014, 0.013, 0.059, 0.119, 0.016, 0.015
2018-01-11-12,   737071.5, 0.018, 0.007, 0.084, 0.045, 0.031, 0.020, 0.014, 0.013, 0.065, 0.070, 0.022, 0.029
2018-01-11-13,737071.5417, 0.019, 0.009, 0.074, 0.030, 0.033, 0.022, 0.015, 0.015, 0.061, 0.052, 0.024, 0.031
2018-01-11-14,737071.5833, 0.024, 0.013, 0.061, 0.025, 0.039, 0.011, 0.018, 0.020, 0.050, 0.044, 0.033, 0.023
2018-01-11-15, 737071.625, 0.018, 0.013, 0.042, 0.009, 0.047, 0.015, 0.013, 0.018, 0.037, 0.022, 0.040, 0.030
2018-01-11-16,737071.6667, 0.013, 0.009, 0.004,-0.047, 0.035, 0.026, 0.009, 0.013, 0.019,-0.043, 0.025, 0.036
2018-01-11-17,737071.7083, 0.023, 0.018,-0.026,-0.049, 0.035, 0.021, 0.015, 0.025,-0.009,-0.055, 0.026, 0.031
2018-01-11-18,  737071.75, 0.020, 0.014,-0.051,-0.077, 0.029, 0.033, 0.014, 0.020,-0.023,-0.090, 0.017, 0.041
2018-01-11-19,737071.7917, 0.021, 0.014,-0.070,-0.060, 0.013, 0.009, 0.015, 0.020,-0.047,-0.079, 0.009, 0.013
2018-01-11-20,737071.8333, 0.026, 0.014,-0.078,-0.067, 0.021, 0.004, 0.019, 0.022,-0.052,-0.088, 0.018, 0.011
2018-01-11-21, 737071.875, 0.012, 0.008,-0.112,-0.090, 0.014, 0.008, 0.009, 0.012,-0.076,-0.121, 0.011, 0.012
2018-01-11-22,737071.9167,-0.008,-0.006,-0.175,-0.125, 0.023, 0.024,-0.005,-0.008,-0.125,-0.175, 0.014, 0.030
2018-01-11-23,737071.9583,-0.030,-0.021,-0.163,-0.099, 0.022, 0.030,-0.022,-0.030,-0.122,-0.147, 0.011, 0.035
2018-01-12-00,     737072,-0.039,-0.029,-0.161,-0.092, 0.020, 0.008,-0.028,-0.040,-0.122,-0.139, 0.016, 0.014
2018-01-12-01,737072.0417,-0.046,-0.032,-0.158,-0.087, 0.008,-0.006,-0.033,-0.045,-0.121,-0.134, 0.010,-0.003
2018-01-12-02,737072.0833,-0.055,-0.036,-0.146,-0.058,-0.013,-0.014,-0.040,-0.052,-0.119,-0.103,-0.007,-0.018
2018-01-12-03, 737072.125,-0.065,-0.043,-0.115,-0.040,-0.041,-0.037,-0.048,-0.062,-0.096,-0.076,-0.027,-0.049
2018-01-12-04,737072.1667,-0.075,-0.045,-0.111,-0.020,-0.049,-0.038,-0.056,-0.067,-0.098,-0.055,-0.034,-0.052
2018-01-12-05,737072.2083,-0.074,-0.046,-0.087,-0.009,-0.043,-0.031,-0.055,-0.068,-0.079,-0.036,-0.030,-0.044
2018-01-12-06,  737072.25,-0.072,-0.040,-0.090,-0.007,-0.037,-0.025,-0.055,-0.061,-0.083,-0.036,-0.027,-0.035
2018-01-12-07,737072.2917,-0.070,-0.039,-0.085,-0.014,-0.019,-0.011,-0.054,-0.059,-0.076,-0.041,-0.015,-0.017
2018-01-12-08,737072.3333,-0.061,-0.036,-0.044, 0.022,-0.013,-0.011,-0.046,-0.054,-0.049, 0.006,-0.009,-0.014
2018-01-12-09, 737072.375,-0.050,-0.029,-0.005, 0.059,-0.025,-0.029,-0.038,-0.043,-0.024, 0.055,-0.015,-0.035
2018-01-12-10,737072.4167,-0.043,-0.024, 0.044, 0.078,-0.010,-0.025,-0.033,-0.037, 0.017, 0.088,-0.001,-0.027
2018-01-12-11,737072.4583,-0.033,-0.014, 0.064, 0.063,-0.014,-0.020,-0.027,-0.024, 0.040, 0.080,-0.007,-0.023
2018-01-12-12,   737072.5,-0.038,-0.019, 0.040, 0.011,-0.002, 0.007,-0.030,-0.030, 0.034, 0.023,-0.004, 0.006
2018-01-12-13,737072.5417,-0.042,-0.026, 0.004,-0.033, 0.001, 0.005,-0.031,-0.038, 0.015,-0.029,-0.000, 0.005
2018-01-12-14,737072.5833,-0.043,-0.023,-0.056,-0.078, 0.012, 0.011,-0.033,-0.035,-0.028,-0.092, 0.007, 0.015
2018-01-12-15, 737072.625,-0.050,-0.024,-0.145,-0.154, 0.029, 0.028,-0.039,-0.039,-0.087,-0.192, 0.019, 0.036
2018-01-12-16,737072.6667,-0.047,-0.023,-0.181,-0.164, 0.000, 0.014,-0.037,-0.037,-0.118,-0.214,-0.004, 0.013
2018-01-12-17,737072.7083,-0.046,-0.020,-0.193,-0.169,-0.006, 0.012,-0.037,-0.033,-0.128,-0.223,-0.010, 0.009
2018-01-12-18,  737072.75,-0.058,-0.029,-0.239,-0.179,-0.013, 0.012,-0.045,-0.046,-0.167,-0.247,-0.016, 0.007
2018-01-12-19,737072.7917,-0.056,-0.032,-0.247,-0.170,-0.012, 0.008,-0.043,-0.049,-0.178,-0.241,-0.014, 0.004
2018-01-12-20,737072.8333,-0.061,-0.033,-0.286,-0.170, 0.000, 0.009,-0.047,-0.052,-0.215,-0.254,-0.003, 0.009
2018-01-12-21, 737072.875,-0.076,-0.043,-0.286,-0.179, 0.001, 0.017,-0.058,-0.066,-0.212,-0.262,-0.005, 0.016
2018-01-12-22,737072.9167,-0.073,-0.039,-0.248,-0.087,-0.007,-0.008,-0.056,-0.061,-0.207,-0.163,-0.004,-0.010
2018-01-12-23,737072.9583,-0.089,-0.056,-0.174,-0.038,-0.009, 0.002,-0.066,-0.082,-0.152,-0.092,-0.009,-0.001
2018-01-13-00,     737073,-0.085,-0.055,-0.090, 0.042,-0.020,-0.011,-0.062,-0.080,-0.098, 0.010,-0.015,-0.017
2018-01-13-01,737073.0417,-0.090,-0.056,-0.053, 0.070,-0.035,-0.026,-0.067,-0.083,-0.073, 0.049,-0.025,-0.036
2018-01-13-02,737073.0833,-0.095,-0.066, 0.011, 0.102,-0.046,-0.032,-0.069,-0.093,-0.022, 0.100,-0.033,-0.045
2018-01-13-03, 737073.125,-0.106,-0.068,-0.014, 0.069,-0.040,-0.017,-0.078,-0.098,-0.036, 0.061,-0.032,-0.029
2018-01-13-04,737073.1667,-0.121,-0.081,-0.013, 0.057,-0.042,-0.016,-0.088,-0.116,-0.030, 0.050,-0.034,-0.028
2018-01-13-05,737073.2083,-0.126,-0.081,-0.013, 0.055,-0.045,-0.020,-0.093,-0.117,-0.030, 0.047,-0.036,-0.034
2018-01-13-06,  737073.25,-0.114,-0.063,-0.003, 0.028,-0.041,-0.010,-0.087,-0.096,-0.012, 0.025,-0.035,-0.023
2018-01-13-07,737073.2917,-0.096,-0.046, 0.002,-0.005,-0.026, 0.002,-0.076,-0.074, 0.003,-0.004,-0.025,-0.007
2018-01-13-08,737073.3333,-0.085,-0.039,-0.011,-0.028,-0.034,-0.010,-0.068,-0.064,-0.001,-0.030,-0.028,-0.020
2018-01-13-09, 737073.375,-0.076,-0.032,-0.076,-0.074,-0.028,-0.010,-0.061,-0.055,-0.048,-0.095,-0.023,-0.019
2018-01-13-10,737073.4167,-0.061,-0.025,-0.128,-0.149,-0.013,-0.009,-0.049,-0.043,-0.072,-0.182,-0.009,-0.013
2018-01-13-11,737073.4583,-0.050,-0.014,-0.180,-0.179,-0.002,-0.001,-0.042,-0.030,-0.112,-0.227,-0.002,-0.002
2018-01-13-12,   737073.5,-0.042,-0.010,-0.224,-0.210,-0.003, 0.010,-0.037,-0.023,-0.143,-0.271,-0.006, 0.008
2018-01-13-13,737073.5417,-0.054,-0.027,-0.254,-0.250,-0.005, 0.018,-0.042,-0.043,-0.159,-0.319,-0.010, 0.016
2018-01-13-14,737073.5833,-0.044,-0.016,-0.266,-0.227,-0.007,-0.007,-0.036,-0.029,-0.177,-0.302,-0.005,-0.009
2018-01-13-15, 737073.625,-0.049,-0.022,-0.249,-0.208,-0.005, 0.015,-0.040,-0.037,-0.168,-0.278,-0.010, 0.013
2018-01-13-16,737073.6667,-0.044,-0.020,-0.246,-0.193, 0.015, 0.037,-0.035,-0.033,-0.169,-0.263, 0.002, 0.039
2018-01-13-17,737073.7083,-0.036,-0.011,-0.250,-0.161, 0.016, 0.039,-0.031,-0.022,-0.184,-0.233, 0.002, 0.042
2018-01-13-18,  737073.75,-0.056,-0.023,-0.271,-0.199, 0.053, 0.072,-0.045,-0.040,-0.192,-0.277, 0.027, 0.086
2018-01-13-19,737073.7917,-0.059,-0.033,-0.243,-0.160, 0.063, 0.063,-0.045,-0.051,-0.178,-0.230, 0.039, 0.080
2018-01-13-20,737073.8333,-0.048,-0.029,-0.193,-0.077, 0.045, 0.039,-0.036,-0.043,-0.157,-0.135, 0.030, 0.051
2018-01-13-21, 737073.875,-0.041,-0.027,-0.143,-0.032, 0.043, 0.035,-0.030,-0.038,-0.125,-0.077, 0.029, 0.047
2018-01-13-22,737073.9167,-0.037,-0.020,-0.118,-0.016, 0.033, 0.001,-0.028,-0.031,-0.106,-0.053, 0.031, 0.011
2018-01-13-23,737073.9583,-0.036,-0.019,-0.080, 0.025, 0.024,-0.002,-0.028,-0.030,-0.084,-0.002, 0.024, 0.006
2018-01-14-00,     737074,-0.038,-0.025,-0.025, 0.028,-0.003,-0.012,-0.028,-0.037,-0.033, 0.018, 0.002,-0.013
2018-01-14-01,737074.0417,-0.056,-0.039, 0.007, 0.065,-0.028,-0.036,-0.041,-0.055,-0.015, 0.064,-0.015,-0.043
2018-01-14-02,737074.0833,-0.065,-0.042, 0.002, 0.040,-0.052,-0.031,-0.048,-0.061,-0.011, 0.039,-0.039,-0.046
2018-01-14-03, 737074.125,-0.069,-0.042, 0.035, 0.051,-0.046,-0.028,-0.052,-0.062, 0.017, 0.059,-0.034,-0.042
2018-01-14-04,737074.1667,-0.067,-0.037, 0.089, 0.074,-0.033,-0.025,-0.051,-0.057, 0.060, 0.099,-0.023,-0.034
2018-01-14-05,737074.2083,-0.058,-0.027, 0.076, 0.014,-0.028,-0.000,-0.046,-0.045, 0.068, 0.038,-0.026,-0.010
2018-01-14-06,  737074.25,-0.050,-0.020, 0.025,-0.020,-0.017, 0.011,-0.040,-0.035, 0.031,-0.011,-0.020, 0.005
2018-01-14-07,737074.2917,-0.034,-0.014,-0.010,-0.046, 0.008, 0.018,-0.028,-0.024, 0.006,-0.047, 0.001, 0.020
2018-01-14-08,737074.3333,-0.012, 0.011, 0.006,-0.016, 0.018, 0.030,-0.015, 0.007, 0.011,-0.013, 0.007, 0.034
2018-01-14-09, 737074.375, 0.009, 0.024,-0.040,-0.068, 0.054, 0.062, 0.001, 0.026,-0.016,-0.078, 0.031, 0.076
2018-01-14-10,737074.4167, 0.035, 0.040,-0.016,-0.027, 0.059, 0.059, 0.020, 0.049,-0.006,-0.030, 0.036, 0.075
2018-01-14-11,737074.4583, 0.069, 0.049, 0.018,-0.048, 0.104, 0.092, 0.049, 0.069, 0.032,-0.039, 0.069, 0.121
2018-01-14-12,   737074.5, 0.100, 0.039,-0.052,-0.074, 0.153, 0.093, 0.082, 0.070,-0.025,-0.087, 0.114, 0.138
2018-01-14-13,737074.5417, 0.136, 0.049,-0.029,-0.062, 0.189, 0.086, 0.113, 0.091,-0.007,-0.068, 0.151, 0.143
2018-01-14-14,737074.5833, 0.166, 0.041,-0.018,-0.077, 0.199, 0.096, 0.144, 0.093, 0.008,-0.079, 0.157, 0.155
2018-01-14-15, 737074.625, 0.139, 0.020,-0.017,-0.052, 0.263, 0.088, 0.126, 0.064, 0.001,-0.055, 0.220, 0.169
2018-01-14-16,737074.6667, 0.124, 0.026,-0.033,-0.005, 0.186, 0.043, 0.109, 0.065,-0.030,-0.015, 0.162, 0.101
2018-01-14-17,737074.7083, 0.110, 0.026, 0.002,-0.047, 0.105, 0.043, 0.095, 0.060, 0.017,-0.044, 0.085, 0.075
2018-01-14-18,  737074.75, 0.109, 0.032,-0.002,-0.024, 0.125, 0.059, 0.093, 0.065, 0.006,-0.023, 0.099, 0.097
2018-01-14-19,737074.7917, 0.113, 0.031, 0.092, 0.046, 0.091, 0.026, 0.096, 0.066, 0.072, 0.074, 0.078, 0.054
2018-01-14-20,737074.8333, 0.110, 0.043, 0.100, 0.062, 0.012,-0.019, 0.090, 0.076, 0.074, 0.091, 0.017,-0.014
2018-01-14-21, 737074.875, 0.117, 0.049, 0.141, 0.090, 0.032, 0.004, 0.095, 0.085, 0.104, 0.131, 0.029, 0.014
2018-01-14-22,737074.9167, 0.145, 0.074, 0.200, 0.101, 0.039, 0.027, 0.113, 0.117, 0.156, 0.160, 0.028, 0.038
2018-01-14-23,737074.9583, 0.149, 0.079, 0.202, 0.127, 0.027, 0.034, 0.115, 0.123, 0.150, 0.186, 0.015, 0.042
2018-01-15-00,     737075, 0.150, 0.077, 0.247, 0.135, 0.027, 0.033, 0.116, 0.122, 0.189, 0.208, 0.015, 0.040
2018-01-15-01,737075.0417, 0.144, 0.077, 0.245, 0.145, 0.043, 0.038, 0.112, 0.120, 0.185, 0.217, 0.028, 0.050
2018-01-15-02,737075.0833, 0.153, 0.070, 0.245, 0.112, 0.044, 0.054, 0.121, 0.116, 0.195, 0.186, 0.024, 0.065
2018-01-15-03, 737075.125, 0.146, 0.072, 0.245, 0.097, 0.029, 0.031, 0.114, 0.115, 0.200, 0.172, 0.017, 0.038
2018-01-15-04,737075.1667, 0.135, 0.070, 0.227, 0.085, 0.027, 0.036, 0.105, 0.110, 0.187, 0.154, 0.013, 0.043
2018-01-15-05,737075.2083, 0.142, 0.068, 0.176, 0.026, 0.092, 0.091, 0.112, 0.110, 0.157, 0.082, 0.057, 0.116
2018-01-15-06,  737075.25, 0.167, 0.073, 0.179, 0.037, 0.083, 0.064, 0.134, 0.124, 0.157, 0.093, 0.058, 0.087
2018-01-15-07,737075.2917, 0.194, 0.084, 0.232, 0.096, 0.061, 0.041, 0.156, 0.142, 0.188, 0.167, 0.044, 0.059
2018-01-15-08,737075.3333, 0.225, 0.080, 0.211, 0.072, 0.125, 0.072, 0.187, 0.149, 0.176, 0.137, 0.094, 0.109
2018-01-15-09, 737075.375, 0.248, 0.084, 0.235, 0.077, 0.226, 0.103, 0.207, 0.160, 0.197, 0.149, 0.180, 0.171
2018-01-15-10,737075.4167, 0.241, 0.077, 0.259, 0.081, 0.222, 0.081, 0.203, 0.152, 0.218, 0.160, 0.184, 0.149
2018-01-15-11,737075.4583, 0.220, 0.077, 0.230, 0.092, 0.158, 0.043, 0.183, 0.145, 0.187, 0.162, 0.136, 0.092
2018-01-15-12,   737075.5, 0.168, 0.086, 0.209, 0.144, 0.058,-0.041, 0.131, 0.136, 0.151, 0.205, 0.068,-0.020
2018-01-15-13,737075.5417, 0.178, 0.098, 0.219, 0.116, 0.037, 0.007, 0.137, 0.151, 0.169, 0.181, 0.033, 0.018
2018-01-15-14,737075.5833, 0.172, 0.095, 0.160, 0.069, 0.051, 0.052, 0.132, 0.145, 0.129, 0.117, 0.031, 0.066
2018-01-15-15, 737075.625, 0.156, 0.085, 0.198, 0.107, 0.020, 0.017, 0.119, 0.131, 0.152, 0.166, 0.013, 0.023
2018-01-15-16,737075.6667, 0.126, 0.074, 0.182, 0.097, 0.007,-0.012, 0.095, 0.111, 0.140, 0.151, 0.011,-0.009
2018-01-15-17,737075.7083, 0.123, 0.070, 0.152, 0.063, 0.006, 0.006, 0.093, 0.106, 0.123, 0.109, 0.004, 0.007
2018-01-15-18,  737075.75, 0.095, 0.057, 0.147, 0.113,-0.032,-0.041, 0.071, 0.085, 0.103, 0.155,-0.017,-0.049
2018-01-15-19,737075.7917, 0.092, 0.059, 0.183, 0.127,-0.055,-0.042, 0.068, 0.086, 0.131, 0.180,-0.039,-0.058
2018-01-15-20,737075.8333, 0.110, 0.078, 0.152, 0.101,-0.028, 0.017, 0.078, 0.109, 0.111, 0.145,-0.032, 0.007
2018-01-15-21, 737075.875, 0.107, 0.074, 0.185, 0.117,-0.030, 0.013, 0.077, 0.105, 0.137, 0.171,-0.033, 0.003
2018-01-15-22,737075.9167, 0.136, 0.086, 0.114, 0.105, 0.036, 0.104, 0.101, 0.126, 0.073, 0.137,-0.000, 0.110
2018-01-15-23,737075.9583, 0.175, 0.085, 0.221, 0.119, 0.057, 0.059, 0.137, 0.138, 0.170, 0.184, 0.034, 0.074
2018-01-16-00,     737076, 0.182, 0.087, 0.189, 0.137, 0.048, 0.046, 0.144, 0.142, 0.134, 0.191, 0.030, 0.059
2018-01-16-01,737076.0417, 0.217, 0.108, 0.288, 0.167, 0.035, 0.032, 0.170, 0.173, 0.218, 0.252, 0.023, 0.042
2018-01-16-02,737076.0833, 0.268, 0.126, 0.209, 0.185, 0.139, 0.112, 0.212, 0.206, 0.137, 0.243, 0.095, 0.151
2018-01-16-03, 737076.125, 0.317, 0.106, 0.296, 0.150, 0.184, 0.093, 0.265, 0.204, 0.231, 0.238, 0.144, 0.148
2018-01-16-04,737076.1667, 0.202, 0.133, 0.191, 0.178, 0.047, 0.010, 0.147, 0.192, 0.123, 0.230, 0.041, 0.025
2018-01-16-05,737076.2083, 0.270, 0.149, 0.273, 0.175, 0.114, 0.098, 0.207, 0.228, 0.201, 0.255, 0.076, 0.130
2018-01-16-06,  737076.25, 0.318, 0.126, 0.329, 0.126, 0.218, 0.122, 0.259, 0.223, 0.270, 0.227, 0.166, 0.186
2018-01-16-07,737076.2917, 0.241, 0.148, 0.233, 0.179, 0.037,-0.020, 0.180, 0.218, 0.162, 0.245, 0.041,-0.007
2018-01-16-08,737076.3333, 0.215, 0.152, 0.240, 0.186, 0.030,-0.025, 0.154, 0.214, 0.166, 0.254, 0.036,-0.014
2018-01-16-09, 737076.375, 0.243, 0.175, 0.232, 0.206, 0.099, 0.092, 0.173, 0.245, 0.152, 0.271, 0.063, 0.119
2018-01-16-10,737076.4167, 0.372, 0.128, 0.372, 0.093, 0.290, 0.132, 0.310, 0.242, 0.321, 0.209, 0.232, 0.219
2018-01-16-11,737076.4583, 0.268, 0.138, 0.239, 0.262, 0.068,-0.058, 0.209, 0.217, 0.141, 0.325, 0.084,-0.033
2018-01-16-12,   737076.5, 0.237, 0.173, 0.270, 0.297, 0.038,-0.022, 0.167, 0.241, 0.159, 0.368, 0.043,-0.009
2018-01-16-13,737076.5417, 0.258, 0.178, 0.301, 0.278, 0.056, 0.025, 0.186, 0.253, 0.194, 0.361, 0.044, 0.042
2018-01-16-14,737076.5833, 0.278, 0.178, 0.303, 0.221, 0.106, 0.096, 0.205, 0.259, 0.215, 0.307, 0.069, 0.125
2018-01-16-15, 737076.625, 0.269, 0.169, 0.350, 0.215, 0.041,-0.023, 0.200, 0.247, 0.261, 0.318, 0.047,-0.008
2018-01-16-16,737076.6667, 0.245, 0.172, 0.296, 0.219, 0.026,-0.002, 0.176, 0.243, 0.209, 0.304, 0.026, 0.006
2018-01-16-17,737076.7083, 0.219, 0.161, 0.309, 0.225, 0.004,-0.012, 0.155, 0.224, 0.218, 0.314, 0.007,-0.011
2018-01-16-18,  737076.75, 0.220, 0.151, 0.286, 0.177, 0.026, 0.046, 0.159, 0.215, 0.213, 0.261, 0.010, 0.052
2018-01-16-19,737076.7917, 0.202, 0.144, 0.257, 0.187, 0.021, 0.046, 0.144, 0.202, 0.183, 0.260, 0.005, 0.050
2018-01-16-20,737076.8333, 0.238, 0.151, 0.249, 0.161, 0.157, 0.171, 0.176, 0.220, 0.183, 0.234, 0.092, 0.213
2018-01-16-21, 737076.875, 0.347, 0.124, 0.393, 0.141, 0.333, 0.179, 0.288, 0.230, 0.326, 0.261, 0.257, 0.278
2018-01-16-22,737076.9167, 0.369, 0.112, 0.357, 0.082, 0.378, 0.171, 0.313, 0.226, 0.311, 0.194, 0.301, 0.284
2018-01-16-23,737076.9583, 0.371, 0.097, 0.255, 0.096, 0.495, 0.183, 0.319, 0.212, 0.210, 0.174, 0.408, 0.334
2018-01-17-00,     737077, 0.376, 0.086, 0.305, 0.026, 0.544, 0.190, 0.328, 0.204, 0.280, 0.124, 0.453, 0.357
2018-01-17-01,737077.0417, 0.354, 0.101, 0.090, 0.001, 0.460, 0.152, 0.302, 0.210, 0.085, 0.031, 0.386, 0.293
2018-01-17-02,737077.0833, 0.369, 0.098, 0.264, 0.006, 0.489, 0.185, 0.317, 0.213, 0.247, 0.092, 0.402, 0.334
2018-01-17-03, 737077.125, 0.311, 0.151, 0.280, 0.158, 0.149, 0.027, 0.245, 0.244, 0.214, 0.240, 0.132, 0.074
2018-01-17-04,737077.1667, 0.286, 0.160, 0.240, 0.140, 0.037,-0.021, 0.218, 0.245, 0.181, 0.210, 0.042,-0.008
2018-01-17-05,737077.2083, 0.284, 0.149, 0.303, 0.150, 0.040,-0.005, 0.220, 0.233, 0.237, 0.240, 0.039, 0.008
2018-01-17-06,  737077.25, 0.298, 0.164, 0.338, 0.186, 0.040,-0.008, 0.228, 0.252, 0.259, 0.286, 0.040, 0.005
2018-01-17-07,737077.2917, 0.323, 0.192, 0.334, 0.210, 0.084, 0.034, 0.243, 0.287, 0.247, 0.307, 0.068, 0.059
2018-01-17-08,737077.3333, 0.353, 0.190, 0.386, 0.191, 0.181, 0.106, 0.272, 0.295, 0.303, 0.306, 0.136, 0.159
